"chrom" "V2" "V3" "counts"
"444" "Scaffold_9938" "51000001" "5.2e+07" "36"
"445" "Scaffold_4582" "1" "1e+06" "128"
"446" "Scaffold_4582" "1000001" "2e+06" "125"
"447" "Scaffold_4582" "2000001" "3e+06" "115"
"448" "Scaffold_4582" "3000001" "4e+06" "78"
"449" "Scaffold_4582" "4000001" "5e+06" "71"
"450" "Scaffold_4582" "5000001" "6e+06" "50"
"451" "Scaffold_4582" "6000001" "7e+06" "36"
"452" "Scaffold_4582" "7000001" "8e+06" "12"
"453" "Scaffold_4582" "8000001" "9e+06" "21"
"454" "Scaffold_4582" "9000001" "1e+07" "9"
"455" "Scaffold_4582" "10000001" "1.1e+07" "15"
"456" "Scaffold_4582" "11000001" "1.2e+07" "15"
"457" "Scaffold_4582" "12000001" "1.3e+07" "17"
"458" "Scaffold_4582" "13000001" "1.4e+07" "12"
"459" "Scaffold_4582" "14000001" "1.5e+07" "11"
"460" "Scaffold_4582" "15000001" "1.6e+07" "17"
"461" "Scaffold_4582" "16000001" "1.7e+07" "9"
"462" "Scaffold_4582" "17000001" "1.8e+07" "15"
"463" "Scaffold_4582" "18000001" "1.9e+07" "14"
"464" "Scaffold_4582" "19000001" "2e+07" "9"
"465" "Scaffold_4582" "20000001" "2.1e+07" "15"
"466" "Scaffold_4582" "21000001" "2.2e+07" "13"
"467" "Scaffold_4582" "22000001" "2.3e+07" "5"
"468" "Scaffold_4582" "23000001" "2.4e+07" "6"
"469" "Scaffold_4582" "24000001" "2.5e+07" "6"
"470" "Scaffold_4582" "25000001" "2.6e+07" "10"
"471" "Scaffold_4582" "26000001" "2.7e+07" "23"
"472" "Scaffold_4582" "27000001" "2.8e+07" "7"
